Latitude (decimal degrees):	42.605
Longitude (decimal degrees):	23.482
Elevation (m):	699
Radiation database:	PVGIS-SARAH2


Slope: 17 deg. 
Azimuth: 7 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200617:0310,10.3,12.58,2.72,12.43,0.9,0.0
20200617:0410,190.02,93.27,12.72,12.73,0.69,0.0
20200617:0510,165.15,77.61,23.35,13.08,0.83,0.0
20200617:0610,388.7,161.11,34.31,13.97,0.83,0.0
20200617:0710,848.99,333.06,45.31,14.66,0.83,0.0
20200617:0810,967.55,379.64,55.9,15.56,1.03,0.0
20200617:0910,1220.06,478.69,65.1,16.27,1.31,0.0
20200617:1010,2214.11,882.78,70.47,15.54,1.72,0.0
20200617:1110,395.07,164.05,68.76,15.46,1.79,0.0
20200617:1210,401.47,167.0,61.21,16.16,1.59,0.0
20200617:1310,726.05,289.34,51.2,16.87,1.17,0.0
20200617:1410,781.47,309.57,40.35,17.05,1.45,0.0
20200617:1510,1009.79,401.64,29.32,17.23,0.97,0.0
20200617:1610,29.15,22.59,18.48,17.42,1.45,0.0
20200617:1710,7.04,10.81,8.1,16.77,1.03,0.0
20200617:1810,0.0,0.0,0.0,15.9,1.03,0.0
20200617:1910,0.0,0.0,0.0,14.53,0.9,0.0
20200617:2010,0.0,0.0,0.0,13.87,0.97,0.0
20200617:2110,0.0,0.0,0.0,13.07,1.1,0.0
20200617:2210,0.0,0.0,0.0,12.34,1.24,0.0
20200617:2310,0.0,0.0,0.0,11.91,1.31,0.0
20200618:0010,0.0,0.0,0.0,11.56,1.38,0.0
20200618:0110,0.0,0.0,0.0,11.23,1.38,0.0
20200618:0210,0.0,0.0,0.0,10.81,1.38,0.0
20200618:0310,0.0,1.93,2.71,10.61,1.38,0.0
20200618:0410,20.0,17.68,12.7,11.5,1.17,0.0
20200618:0510,200.7,91.36,23.33,14.04,0.97,0.0
20200618:0610,186.3,86.45,34.29,15.58,1.1,0.0
20200618:0710,782.94,307.49,45.29,14.8,1.31,0.0
20200618:0810,1529.89,598.72,55.88,16.74,1.79,0.0
20200618:0910,2332.96,940.08,65.09,18.14,2.0,0.0
20200618:1010,1508.83,598.45,70.49,19.25,2.07,0.0
20200618:1110,648.1,262.29,68.8,19.82,2.28,0.0
20200618:1210,2142.46,862.44,61.26,20.35,2.34,0.0
20200618:1310,2022.66,808.43,51.25,20.81,2.34,0.0
20200618:1410,1141.76,449.99,40.4,20.25,2.48,0.0
20200618:1510,816.16,327.03,29.38,20.14,2.55,0.0
20200618:1610,258.46,115.87,18.53,18.75,1.31,0.0
20200618:1710,94.62,54.45,8.15,18.3,0.83,0.0
20200618:1810,0.0,0.0,0.0,16.98,1.1,0.0
20200618:1910,0.0,0.0,0.0,15.53,1.17,0.0
20200618:2010,0.0,0.0,0.0,14.55,1.24,0.0
20200618:2110,0.0,0.0,0.0,13.76,1.38,0.0
20200618:2210,0.0,0.0,0.0,13.05,1.45,0.0
20200618:2310,0.0,0.0,0.0,12.38,1.66,0.0
20200619:0010,0.0,0.0,0.0,11.68,1.72,0.0
20200619:0110,0.0,0.0,0.0,11.32,1.66,0.0
20200619:0210,0.0,0.0,0.0,11.14,1.59,0.0
20200619:0310,0.0,1.93,2.69,10.9,1.52,0.0
20200619:0410,191.17,92.34,12.68,11.57,1.38,0.0
20200619:0510,556.93,230.93,23.3,14.87,1.17,0.0
20200619:0610,1072.38,419.1,34.26,16.62,2.34,0.0
20200619:0710,1773.95,690.99,45.26,17.41,2.34,0.0
20200619:0810,2155.1,848.85,55.86,18.47,2.97,0.0
20200619:0910,2342.62,934.18,65.08,19.12,3.1,0.0
20200619:1010,2093.18,833.31,70.5,20.02,3.31,0.0
20200619:1110,2155.42,861.87,68.84,20.18,3.1,0.0
20200619:1210,1609.7,636.54,61.31,20.42,2.97,0.0
20200619:1310,1838.08,725.67,51.3,20.48,3.03,0.0
20200619:1410,1677.47,657.46,40.45,20.28,2.97,0.0
20200619:1510,1111.39,442.63,29.43,20.04,2.69,0.0
20200619:1610,468.06,206.24,18.58,19.43,2.21,0.0
20200619:1710,70.5,41.71,8.2,18.72,1.79,0.0
20200619:1810,0.0,0.0,0.0,17.32,1.38,0.0
20200619:1910,0.0,0.0,0.0,16.5,1.17,0.0
20200619:2010,0.0,0.0,0.0,16.14,1.1,0.0
20200619:2110,0.0,0.0,0.0,15.36,1.17,0.0
20200619:2210,0.0,0.0,0.0,14.27,1.31,0.0
20200619:2310,0.0,0.0,0.0,13.23,1.52,0.0
20200620:0010,0.0,0.0,0.0,12.67,1.45,0.0
20200620:0110,0.0,0.0,0.0,12.51,1.38,0.0
20200620:0210,0.0,0.0,0.0,12.08,1.38,0.0
20200620:0310,0.0,1.93,2.66,11.89,1.31,0.0
20200620:0410,179.04,94.11,12.65,12.13,1.24,0.0
20200620:0510,633.02,272.31,23.27,14.89,0.83,0.0
20200620:0610,1220.86,482.91,34.23,17.3,1.24,0.0
20200620:0710,1715.65,671.03,45.23,17.96,2.14,0.0
20200620:0810,2163.23,859.92,55.83,18.6,2.28,0.0
20200620:0910,1817.38,721.88,65.06,19.35,2.41,0.0
20200620:1010,952.86,378.35,70.51,19.61,2.41,0.0
20200620:1110,1256.99,498.28,68.86,20.15,2.41,0.0
20200620:1210,898.91,357.93,61.35,19.95,2.41,0.0
20200620:1310,617.02,250.6,51.35,19.98,2.34,0.0
20200620:1410,719.65,289.23,40.5,19.87,2.07,0.0
20200620:1510,413.63,173.87,29.47,19.31,1.66,0.0
20200620:1610,484.7,214.53,18.63,18.33,1.45,0.0
20200620:1710,95.36,54.41,8.25,17.74,1.03,0.0
20200620:1810,0.0,0.0,0.0,16.77,1.24,0.0
20200620:1910,0.0,0.0,0.0,14.79,1.31,0.0
20200620:2010,0.0,0.0,0.0,13.94,0.97,0.0
20200620:2110,0.0,0.0,0.0,13.13,1.03,0.0
20200620:2210,0.0,0.0,0.0,12.33,1.38,0.0
20200620:2310,0.0,0.0,0.0,11.49,1.66,0.0
20200621:0010,0.0,0.0,0.0,10.89,1.52,0.0
20200621:0110,0.0,0.0,0.0,10.86,1.45,0.0
20200621:0210,0.0,0.0,0.0,10.2,1.45,0.0
20200621:0310,5.6,9.67,2.63,9.86,1.38,0.0
20200621:0410,172.29,93.44,12.62,10.79,1.24,0.0
20200621:0510,643.94,271.62,23.23,12.12,1.79,0.0
20200621:0610,1229.22,471.37,34.19,13.02,2.55,0.0
20200621:0710,1595.94,611.48,45.19,13.85,2.14,0.0
20200621:0810,2067.68,808.49,55.79,15.0,2.0,0.0
20200621:0910,2327.94,926.4,65.03,15.94,2.07,0.0
20200621:1010,2330.21,931.32,70.5,16.42,2.14,0.0
20200621:1110,1842.91,730.08,68.89,17.1,1.86,0.0
20200621:1210,1747.07,690.39,61.39,17.55,1.86,0.0
20200621:1310,1669.28,653.76,51.39,17.85,2.28,0.0
20200621:1410,1580.45,614.11,40.54,16.94,2.07,0.0
20200621:1510,1109.76,438.09,29.52,16.73,1.59,0.0
20200621:1610,50.85,32.42,18.67,16.43,1.86,0.0
20200621:1710,80.93,46.08,8.29,15.62,1.31,0.0
20200621:1810,0.0,0.0,0.0,14.6,0.83,0.0
20200621:1910,0.0,0.0,0.0,12.83,1.38,0.0
20200621:2010,0.0,0.0,0.0,12.5,1.38,0.0
20200621:2110,0.0,0.0,0.0,12.42,1.45,0.0
20200621:2210,0.0,0.0,0.0,12.08,1.31,0.0
20200621:2310,0.0,0.0,0.0,11.79,1.24,0.0
20200622:0010,0.0,0.0,0.0,11.64,1.24,0.0
20200622:0110,0.0,0.0,0.0,11.4,1.24,0.0
20200622:0210,0.0,0.0,0.0,11.47,1.38,0.0
20200622:0310,0.0,1.93,2.6,11.29,1.24,0.0
20200622:0410,188.16,90.95,12.58,11.45,1.24,0.0
20200622:0510,517.41,210.73,23.19,12.01,1.66,0.0
20200622:0610,1098.69,423.93,34.15,13.37,1.93,0.0
20200622:0710,1375.07,530.24,45.15,14.5,1.72,0.0
20200622:0810,1428.0,555.24,55.76,15.58,1.79,0.0
20200622:0910,1921.89,760.89,65.0,15.67,1.45,0.0
20200622:1010,2083.87,840.48,70.49,16.99,1.24,0.0
20200622:1110,1938.05,781.3,68.9,17.61,1.1,0.0
20200622:1210,1845.86,742.92,61.42,18.67,1.17,0.0
20200622:1310,1663.9,661.84,51.42,19.04,1.45,0.0
20200622:1410,1302.66,512.44,40.58,19.09,1.79,0.0
20200622:1510,1146.53,456.02,29.55,18.2,1.59,0.0
20200622:1610,296.86,130.74,18.71,18.05,0.83,0.0
20200622:1710,80.16,45.87,8.32,17.49,0.41,0.0
20200622:1810,0.0,0.0,0.0,15.83,0.83,0.0
20200622:1910,0.0,0.0,0.0,14.68,0.69,0.0
20200622:2010,0.0,0.0,0.0,14.57,0.41,0.0
20200622:2110,0.0,0.0,0.0,13.93,0.62,0.0
20200622:2210,0.0,0.0,0.0,13.74,0.62,0.0
20200622:2310,0.0,0.0,0.0,13.45,0.69,0.0
20200623:0010,0.0,0.0,0.0,12.7,0.83,0.0
20200623:0110,0.0,0.0,0.0,12.32,0.83,0.0
20200623:0210,0.0,0.0,0.0,12.2,0.76,0.0
20200623:0310,0.0,0.97,2.56,11.18,0.9,0.0
20200623:0410,12.51,13.75,12.54,11.2,0.76,0.0
20200623:0510,167.1,78.59,23.15,13.65,0.34,0.0
20200623:0610,700.13,279.15,34.11,15.43,0.34,0.0
20200623:0710,456.96,187.63,45.11,15.48,0.62,0.0
20200623:0810,476.19,195.49,55.72,16.36,0.69,0.0
20200623:0910,383.01,161.11,64.97,16.86,0.62,0.0
20200623:1010,416.48,173.88,70.48,17.06,0.48,0.0
20200623:1110,977.6,389.75,68.91,17.28,0.28,0.0
20200623:1210,319.26,137.53,61.44,16.98,0.14,0.0
20200623:1310,136.77,67.78,51.46,16.93,0.55,0.0
20200623:1410,192.61,89.4,40.61,16.95,0.83,0.0
20200623:1510,278.94,121.81,29.59,16.28,0.62,0.0
20200623:1610,97.63,52.07,18.74,16.33,0.34,0.0
20200623:1710,21.34,18.66,8.35,16.21,0.55,0.0
20200623:1810,0.0,0.0,0.0,15.52,0.83,0.0
20200623:1910,0.0,0.0,0.0,14.17,1.03,0.0
20200623:2010,0.0,0.0,0.0,13.64,0.9,0.0
20200623:2110,0.0,0.0,0.0,13.14,0.83,0.0
20200623:2210,0.0,0.0,0.0,13.04,0.76,0.0
20200623:2310,0.0,0.0,0.0,12.47,0.9,0.0
20200624:0010,0.0,0.0,0.0,11.98,0.97,0.0
20200624:0110,0.0,0.0,0.0,12.15,0.83,0.0
20200624:0210,0.0,0.0,0.0,12.03,0.83,0.0
20200624:0310,0.0,0.97,2.51,11.9,0.76,0.0
20200624:0410,72.9,41.26,12.49,12.59,1.1,0.0
20200624:0510,490.37,201.59,23.1,13.35,1.24,0.0
20200624:0610,1040.64,406.38,34.06,14.24,0.97,0.0
20200624:0710,1409.15,551.5,45.06,16.57,1.24,0.0
20200624:0810,1792.83,713.09,55.67,17.78,1.31,0.0
20200624:0910,2310.05,945.11,64.93,18.93,1.38,0.0
20200624:1010,2389.09,987.21,70.45,19.75,1.45,0.0
20200624:1110,2388.42,987.46,68.92,20.19,1.52,0.0
20200624:1210,1262.69,502.82,61.46,20.1,1.66,0.0
20200624:1310,1839.55,734.18,51.48,20.05,1.86,0.0
20200624:1410,1382.59,546.39,40.64,20.07,1.79,0.0
20200624:1510,1073.44,428.98,29.62,19.6,1.72,0.0
20200624:1610,500.35,222.88,18.77,19.15,1.72,0.0
20200624:1710,84.58,48.08,8.37,18.31,1.31,0.0
20200624:1810,0.0,0.0,0.0,17.38,1.17,0.0
20200624:1910,0.0,0.0,0.0,16.11,0.97,0.0
20200624:2010,0.0,0.0,0.0,15.52,0.9,0.0
20200624:2110,0.0,0.0,0.0,15.84,0.69,0.0
20200624:2210,0.0,0.0,0.0,15.44,0.34,0.0
20200624:2310,0.0,0.0,0.0,14.97,0.07,0.0
20200625:0010,0.0,0.0,0.0,14.56,0.21,0.0
20200625:0110,0.0,0.0,0.0,14.25,0.28,0.0
20200625:0210,0.0,0.0,0.0,13.94,0.41,0.0
20200625:0310,0.0,0.97,2.46,13.65,0.55,0.0
20200625:0410,82.02,45.19,12.44,13.6,0.48,0.0
20200625:0510,516.7,215.82,23.05,15.34,0.28,0.0
20200625:0610,1160.45,461.55,34.01,17.15,0.62,0.0
20200625:0710,1270.53,504.76,45.01,18.3,0.62,0.0
20200625:0810,1985.41,806.41,55.62,19.58,0.97,0.0
20200625:0910,1857.28,755.68,64.88,20.72,1.24,0.0
20200625:1010,1302.05,522.91,70.42,21.18,1.52,0.0
20200625:1110,206.02,96.27,68.92,21.72,1.72,0.0
20200625:1210,218.72,101.18,61.48,21.61,1.52,0.0
20200625:1310,1221.22,484.96,51.5,19.83,1.52,0.0
20200625:1410,938.94,372.56,40.67,18.88,1.31,0.0
20200625:1510,1102.37,440.5,29.64,19.12,1.45,0.0
20200625:1610,462.56,203.27,18.79,19.18,1.17,0.0
20200625:1710,99.14,58.32,8.39,18.81,1.1,0.0
20200625:1810,0.0,0.0,0.0,17.87,1.03,0.0
20200625:1910,0.0,0.0,0.0,16.43,0.97,0.0
20200625:2010,0.0,0.0,0.0,15.25,1.24,0.0
20200625:2110,0.0,0.0,0.0,15.3,0.97,0.0
20200625:2210,0.0,0.0,0.0,14.87,0.97,0.0
20200625:2310,0.0,0.0,0.0,14.47,0.9,0.0
20200626:0010,0.0,0.0,0.0,14.44,0.83,0.0
20200626:0110,0.0,0.0,0.0,14.25,0.69,0.0
20200626:0210,0.0,0.0,0.0,13.9,0.55,0.0
20200626:0310,0.0,2.9,2.41,13.65,0.41,0.0
20200626:0410,178.69,90.81,12.39,13.31,0.41,0.0
20200626:0510,591.01,252.23,23.0,15.55,0.62,0.0
20200626:0610,1200.54,475.96,33.95,17.65,1.24,0.0
20200626:0710,1690.34,670.27,44.96,19.54,1.59,0.0
20200626:0810,2018.82,811.6,55.56,20.54,1.93,0.0
20200626:0910,2274.94,926.86,64.83,21.03,2.14,0.0
20200626:1010,2397.95,985.27,70.39,21.82,2.34,0.0
20200626:1110,2105.38,853.31,68.91,21.96,2.62,0.0
20200626:1210,1333.15,532.16,61.49,22.3,2.69,0.0
20200626:1310,867.74,347.98,51.52,21.46,2.41,0.0
20200626:1410,890.78,355.91,40.69,21.11,2.21,0.0
20200626:1510,1093.34,438.84,29.66,20.83,1.93,0.0
20200626:1610,512.26,230.65,18.81,20.3,2.21,0.0
20200626:1710,98.08,60.36,8.41,19.52,1.59,0.0
20200626:1810,0.0,0.0,0.0,18.49,1.45,0.0
20200626:1910,0.0,0.0,0.0,17.05,1.52,0.0
20200626:2010,0.0,0.0,0.0,15.56,1.38,0.0
20200626:2110,0.0,0.0,0.0,14.6,1.38,0.0
20200626:2210,0.0,0.0,0.0,13.57,1.45,0.0
20200626:2310,0.0,0.0,0.0,12.84,1.52,0.0
20200627:0010,0.0,0.0,0.0,12.41,1.45,0.0
20200627:0110,0.0,0.0,0.0,12.15,1.38,0.0
20200627:0210,0.0,0.0,0.0,11.88,1.31,0.0
20200627:0310,0.0,0.97,2.35,11.63,1.31,0.0
20200627:0410,175.84,91.35,12.33,12.23,1.1,0.0
20200627:0510,619.62,268.66,22.94,15.51,0.83,0.0
20200627:0610,1207.52,480.43,33.89,17.89,1.03,0.0
20200627:0710,1703.33,677.2,44.9,19.32,1.38,0.0
20200627:0810,2132.19,864.85,55.51,20.67,1.66,0.0
20200627:0910,2446.78,1014.55,64.78,21.79,1.79,0.0
20200627:1010,2503.97,1047.06,70.34,22.67,1.93,0.0
20200627:1110,2534.3,1060.14,68.89,23.3,2.14,0.0
20200627:1210,2039.74,833.86,61.49,23.72,2.34,0.0
20200627:1310,1683.78,678.93,51.54,23.83,2.41,0.0
20200627:1410,1585.18,635.07,40.7,23.75,2.41,0.0
20200627:1510,1098.18,444.95,29.68,23.27,2.28,0.0
20200627:1610,526.94,241.71,18.82,22.61,1.93,0.0
20200627:1710,85.38,59.97,8.42,21.55,1.31,0.0
20200627:1810,0.0,0.0,0.0,19.57,1.17,0.0
20200627:1910,0.0,0.0,0.0,17.93,1.17,0.0
20200627:2010,0.0,0.0,0.0,16.86,1.1,0.0
20200627:2110,0.0,0.0,0.0,15.77,1.17,0.0
20200627:2210,0.0,0.0,0.0,14.82,1.17,0.0
20200627:2310,0.0,0.0,0.0,13.85,1.31,0.0
20200628:0010,0.0,0.0,0.0,13.18,1.31,0.0
20200628:0110,0.0,0.0,0.0,12.54,1.38,0.0
20200628:0210,0.0,0.0,0.0,11.88,1.45,0.0
20200628:0310,0.0,0.0,0.0,11.41,1.45,0.0
20200628:0410,154.91,88.07,12.26,11.87,1.24,0.0
20200628:0510,624.96,272.88,22.87,15.29,0.69,0.0
20200628:0610,1225.95,490.46,33.83,18.28,0.76,0.0
20200628:0710,1725.09,693.06,44.83,20.08,0.97,0.0
20200628:0810,2155.33,887.22,55.44,21.53,1.17,0.0
20200628:0910,2420.99,1018.9,64.71,22.69,1.31,0.0
20200628:1010,2473.28,1051.54,70.29,23.62,1.38,0.0
20200628:1110,2509.18,1071.26,68.87,24.36,1.45,0.0
20200628:1210,2301.25,971.39,61.49,24.86,1.45,0.0
20200628:1310,2091.74,871.32,51.54,25.11,1.38,0.0
20200628:1410,1618.43,657.54,40.71,25.09,1.79,0.0
20200628:1510,1111.52,454.72,29.69,24.6,1.86,0.0
20200628:1610,520.67,239.49,18.83,23.8,1.52,0.0
20200628:1710,85.02,60.36,8.42,22.68,0.97,0.0
20200628:1810,0.0,0.0,0.0,21.68,0.76,0.0
20200628:1910,0.0,0.0,0.0,20.95,0.83,0.0
20200628:2010,0.0,0.0,0.0,20.39,0.62,0.0
20200628:2110,0.0,0.0,0.0,19.57,0.48,0.0
20200628:2210,0.0,0.0,0.0,18.81,0.34,0.0
20200628:2310,0.0,0.0,0.0,18.23,0.34,0.0
20200629:0010,0.0,0.0,0.0,17.77,0.55,0.0
20200629:0110,0.0,0.0,0.0,17.13,0.69,0.0
20200629:0210,0.0,0.0,0.0,16.24,0.83,0.0
20200629:0310,0.0,0.0,0.0,15.53,0.97,0.0
20200629:0410,164.26,88.84,12.2,15.61,0.9,0.0
20200629:0510,605.44,265.48,22.81,16.89,0.34,0.0
20200629:0610,1163.17,472.19,33.76,20.27,0.28,0.0
20200629:0710,1636.13,662.19,44.77,21.72,0.9,0.0
20200629:0810,2077.38,861.02,55.38,22.89,1.03,0.0
20200629:0910,2332.35,985.29,64.65,23.89,1.24,0.0
20200629:1010,2424.48,1032.16,70.24,24.36,1.38,0.0
20200629:1110,2412.48,1028.46,68.84,24.74,1.38,0.0
20200629:1210,2234.08,947.26,61.48,25.19,1.17,0.0
20200629:1310,1982.91,829.1,51.55,25.35,1.03,0.0
20200629:1410,1557.86,640.96,40.72,25.66,0.97,0.0
20200629:1510,1074.21,444.51,29.7,25.43,0.97,0.0
20200629:1610,508.42,235.27,18.83,25.01,0.9,0.0
20200629:1710,87.04,60.15,8.42,23.7,0.83,0.0
20200629:1810,0.0,0.0,0.0,23.06,0.76,0.0
20200629:1910,0.0,0.0,0.0,23.26,0.34,0.0
20200629:2010,0.0,0.0,0.0,22.45,0.83,0.0
20200629:2110,0.0,0.0,0.0,20.49,1.1,0.0
20200629:2210,0.0,0.0,0.0,19.05,1.31,0.0
20200629:2310,0.0,0.0,0.0,18.04,1.38,0.0
20200630:0010,0.0,0.0,0.0,17.22,1.38,0.0
20200630:0110,0.0,0.0,0.0,16.73,1.38,0.0
20200630:0210,0.0,0.0,0.0,16.4,1.38,0.0
20200630:0310,0.0,0.0,0.0,16.12,1.38,0.0
20200630:0410,31.42,23.58,12.13,16.27,1.38,0.0
20200630:0510,360.51,154.89,22.74,18.96,1.03,0.0
20200630:0610,1121.28,449.79,33.69,20.8,1.66,0.0
20200630:0710,1314.59,518.48,44.7,20.07,2.21,0.0
20200630:0810,1721.44,686.01,55.3,20.77,2.21,0.0
20200630:0910,2130.27,861.52,64.57,21.5,2.48,0.0
20200630:1010,2380.26,978.23,70.17,21.99,2.34,0.0
20200630:1110,2414.98,997.79,68.8,22.78,2.34,0.0
20200630:1210,2303.9,946.92,61.47,23.66,2.48,0.0
20200630:1310,2019.81,818.72,51.54,24.01,2.55,0.0
20200630:1410,1606.11,643.57,40.72,24.3,2.62,0.0
20200630:1510,1102.53,447.47,29.7,24.03,2.55,0.0
20200630:1610,513.5,235.03,18.83,23.33,2.14,0.0
20200630:1710,87.94,60.49,8.42,22.21,1.79,0.0
20200630:1810,0.0,0.0,0.0,20.4,1.59,0.0
20200630:1910,0.0,0.0,0.0,19.22,1.38,0.0
20200630:2010,0.0,0.0,0.0,19.01,1.03,0.0
20200630:2110,0.0,0.0,0.0,18.56,0.9,0.0
20200630:2210,0.0,0.0,0.0,17.73,0.97,0.0
20200630:2310,0.0,0.0,0.0,16.86,1.03,0.0
20200701:0010,0.0,0.0,0.0,16.25,1.03,0.0
20200701:0110,0.0,0.0,0.0,15.88,0.97,0.0
20200701:0210,0.0,0.0,0.0,15.62,0.9,0.0
20200701:0310,0.0,0.0,0.0,15.56,0.76,0.0
20200701:0410,135.87,83.15,12.05,15.54,0.62,0.0
20200701:0510,605.47,268.08,22.66,16.41,0.14,0.0
20200701:0610,1192.86,483.23,33.62,19.63,0.28,0.0
20200701:0710,1677.63,681.81,44.62,21.27,0.55,0.0
20200701:0810,2081.7,863.41,55.23,22.79,0.97,0.0
20200701:0910,2330.78,984.77,64.5,23.96,1.24,0.0
20200701:1010,2432.83,1037.26,70.1,24.87,1.45,0.0
20200701:1110,2400.06,1022.48,68.76,25.6,1.59,0.0
20200701:1210,2264.32,953.62,61.45,26.09,1.79,0.0
20200701:1310,1963.07,810.91,51.54,26.32,2.0,0.0
20200701:1410,1569.6,638.41,40.72,26.28,2.14,0.0
20200701:1510,1091.26,447.93,29.69,25.78,2.14,0.0
20200701:1610,510.08,234.47,18.83,24.99,1.86,0.0
20200701:1710,87.26,60.82,8.41,23.75,1.45,0.0
20200701:1810,0.0,0.0,0.0,21.87,1.31,0.0
20200701:1910,0.0,0.0,0.0,20.14,1.31,0.0
20200701:2010,0.0,0.0,0.0,19.18,1.24,0.0
20200701:2110,0.0,0.0,0.0,18.29,1.17,0.0
20200701:2210,0.0,0.0,0.0,17.22,1.31,0.0
20200701:2310,0.0,0.0,0.0,16.16,1.45,0.0
20200702:0010,0.0,0.0,0.0,15.46,1.59,0.0
20200702:0110,0.0,0.0,0.0,14.98,1.66,0.0
20200702:0210,0.0,0.0,0.0,14.56,1.66,0.0
20200702:0310,0.0,0.0,0.0,14.16,1.66,0.0
20200702:0410,156.64,85.04,11.97,14.6,1.52,0.0
20200702:0510,578.43,254.45,22.58,18.24,1.24,0.0
20200702:0610,1156.77,465.03,33.54,20.63,1.38,0.0
20200702:0710,1634.98,662.77,44.55,22.69,1.03,0.0
20200702:0810,2016.35,841.25,55.15,24.0,0.83,0.0
20200702:0910,2236.29,959.75,64.42,25.32,0.69,0.0
20200702:1010,2253.7,987.23,70.03,26.27,0.34,0.0
20200702:1110,984.29,410.22,68.71,26.67,0.41,0.0
20200702:1210,1543.46,647.53,61.43,27.08,0.69,0.0
20200702:1310,1282.82,530.85,51.53,26.98,0.97,0.0
20200702:1410,1560.51,642.3,40.71,27.05,1.38,0.0
20200702:1510,934.59,385.24,29.69,24.84,0.97,0.0
20200702:1610,495.62,228.23,18.82,24.62,0.9,0.0
20200702:1710,95.39,56.61,8.39,23.68,0.9,0.0
20200702:1810,0.0,0.0,0.0,22.21,1.03,0.0
20200702:1910,0.0,0.0,0.0,20.91,1.52,0.0
20200702:2010,0.0,0.0,0.0,21.66,0.9,0.0
20200702:2110,0.0,0.0,0.0,18.91,1.45,0.0
20200702:2210,0.0,0.0,0.0,18.67,1.24,0.0
20200702:2310,0.0,0.0,0.0,18.59,1.1,0.0
20200703:0010,0.0,0.0,0.0,18.32,1.03,0.0
20200703:0110,0.0,0.0,0.0,18.31,0.97,0.0
20200703:0210,0.0,0.0,0.0,17.62,1.17,0.0
20200703:0310,0.0,0.0,0.0,17.25,1.17,0.0
20200703:0410,147.9,73.77,11.89,17.7,0.97,0.0
20200703:0510,47.74,31.44,22.5,19.66,0.55,0.0
20200703:0610,1106.21,450.5,33.46,21.51,0.48,0.0
20200703:0710,1624.19,666.67,44.47,22.89,0.34,0.0
20200703:0810,1994.11,837.43,55.07,24.5,0.62,0.0
20200703:0910,2253.18,961.13,64.33,25.64,1.03,0.0
20200703:1010,2338.62,1012.09,69.94,26.1,0.9,0.0
20200703:1110,2304.83,1003.78,68.65,26.54,0.69,0.0
20200703:1210,2164.35,930.38,61.4,27.28,0.9,0.0
20200703:1310,1876.67,786.55,51.51,27.63,1.31,0.0
20200703:1410,1380.99,566.87,40.7,26.91,1.38,0.0
20200703:1510,1066.75,443.63,29.68,26.62,1.03,0.0
20200703:1610,478.21,219.36,18.8,25.76,1.1,0.0
20200703:1710,89.5,60.36,8.37,24.26,1.17,0.0
20200703:1810,0.0,0.0,0.0,23.78,0.62,0.0
20200703:1910,0.0,0.0,0.0,22.62,0.69,0.0
20200703:2010,0.0,0.0,0.0,20.02,1.1,0.0
20200703:2110,0.0,0.0,0.0,18.61,1.1,0.0
20200703:2210,0.0,0.0,0.0,17.76,1.1,0.0
20200703:2310,0.0,0.0,0.0,18.37,0.41,0.0
20200704:0010,0.0,0.0,0.0,16.35,1.24,0.0
20200704:0110,0.0,0.0,0.0,15.76,1.38,0.0
20200704:0210,0.0,0.0,0.0,15.66,1.17,0.0
20200704:0310,0.0,0.0,0.0,15.82,1.03,0.0
20200704:0410,53.12,33.4,11.8,16.2,0.97,0.0
20200704:0510,418.5,176.06,22.42,16.48,1.24,0.0
20200704:0610,928.61,366.29,33.38,17.11,1.79,0.0
20200704:0710,1493.31,588.43,44.38,18.59,1.52,0.0
20200704:0810,1948.93,784.05,54.98,19.95,1.52,0.0
20200704:0910,1971.26,801.4,64.24,20.99,1.59,0.0
20200704:1010,2194.08,910.43,69.85,22.22,1.45,0.0
20200704:1110,2200.83,917.98,68.59,22.9,1.38,0.0
20200704:1210,2127.71,883.74,61.36,23.56,1.45,0.0
20200704:1310,1023.3,413.59,51.49,23.67,1.93,0.0
20200704:1410,1507.07,602.17,40.68,22.7,2.0,0.0
20200704:1510,984.22,400.45,29.66,22.11,0.9,0.0
20200704:1610,471.58,211.66,18.78,22.25,0.69,0.0
20200704:1710,87.84,50.88,8.34,21.44,1.1,0.0
20200704:1810,0.0,0.0,0.0,20.35,0.9,0.0
20200704:1910,0.0,0.0,0.0,19.22,0.83,0.0
20200704:2010,0.0,0.0,0.0,19.07,0.69,0.0
20200704:2110,0.0,0.0,0.0,18.98,0.62,0.0
20200704:2210,0.0,0.0,0.0,18.6,0.62,0.0
20200704:2310,0.0,0.0,0.0,18.23,0.62,0.0
20200705:0010,0.0,0.0,0.0,17.7,0.62,0.0
20200705:0110,0.0,0.0,0.0,17.13,0.76,0.0
20200705:0210,0.0,0.0,0.0,16.13,0.9,0.0
20200705:0310,0.0,0.0,0.0,15.45,0.97,0.0
20200705:0410,27.42,21.61,11.71,15.59,0.83,0.0
20200705:0510,73.44,42.24,22.33,17.33,1.1,0.0
20200705:0610,502.98,206.58,33.29,18.3,1.59,0.0
20200705:0710,931.55,370.46,44.29,19.05,1.31,0.0
20200705:0810,824.1,330.72,54.89,19.93,1.45,0.0
20200705:0910,1937.6,785.93,64.14,21.18,1.72,0.0
20200705:1010,1880.16,764.7,69.76,21.64,1.72,0.0
20200705:1110,2139.17,878.41,68.52,22.14,1.86,0.0
